Assignment,Organization Name
001E7B,R.I.CO. S.r.l.
1E+076,Thermo Fisher Scientific
001E6A,"Beijing Bluexon Technology Co.,Ltd"
1E+071,MIrcom Group of Companies
1E+063,Vibro-Meter SA
001E5E,COmputime Ltd.
1E+057,"ALCOMA, spol. s r.o."
1E+051,Converter Industry Srl
001DB9,Wellspring Wireless
001DB4,"KUMHO ENG CO.,LTD"
001D9E,AXION TECHNOLOGIES
001DA3,SabiOso
001D9D,ARTJOY INTERNATIONAL LIMITED
001D45,"Cisco Systems, Inc"
001D3E,"SAKA TECHNO SCIENCE CO.,LTD"
001D37,Thales-Panda Transportation System
001D38,Seagate Technology
001D32,Longkay Communication & Technology (Shanghai) Co. Ltd
001D2B,"Wuhan Pont Technology CO. , LTD"
001D1F,"Siauliu Tauro Televizoriai, JSC"
001D26,Rockridgesound Technology Co.
001D1A,OvisLink S.A.
001D7A,"Wideband Semiconductor, Inc."
001D74,"Tianjin China-Silicon Microelectronics Co., Ltd."
001D62,InPhase Technologies
001D61,BIJ Corporation
001D5B,Tecvan Informática Ltda
001D54,Sunnic Technology & Merchandise INC.
001D4A,"Carestream Health, Inc."
001CE8,Cummins Inc
001CE4,EleSy JSC
001CDD,"COWBELL ENGINEERING CO., LTD."
001CDE,Interactive Multimedia eXchange Inc.
001CD8,BlueAnt Wireless
001CD1,Waves Audio LTD
001CCB,Forth Corporation Public Company Limited
001CC5,3Com Ltd
001D14,SPERADTONE INFORMATION TECHNOLOGY LIMITED
001D07,"Shenzhen Sang Fei Consumer Communications Co.,Ltd"
001D01,Neptune Digital
001CEE,SHARP Corporation
001CF5,Wiseblue Technology Limited
001CB9,"KWANG SUNG ELECTRONICS CO., LTD."
001CAF,Plato Networks Inc.
001CB4,Iridium Satellite LLC
001C9F,"Razorstream, LLC"
001C99,Shunra Software Ltd.
001C8C,DIAL TECHNOLOGY LTD.
001C93,ExaDigm Inc
001C87,Uriver Inc.
001C82,Genew Technologies
001C1A,"Thomas Instrumentation, Inc"
001C0E,"Cisco Systems, Inc"
001C13,"OPTSYS TECHNOLOGY CO., LTD."
001C07,Cwlinux Limited
001C00,"Entry Point, LLC"
001BF4,KENWIN INDUSTRIAL(HK) LTD.
001BEF,"Blossoms Digital Technology Co.,Ltd."
001BE2,"AhnLab,Inc."
001C7D,Excelpoint Manufacturing Pte Ltd
001C73,"Arista Networks, Inc."
001C78,WYPLAY SAS
001C65,"JoeScan, Inc."
001C67,"Pumpkin Networks, Inc."
001C66,"UCAMP CO.,LTD"
001C60,"CSP Frontier Technologies,Inc."
001C54,Hillstone Networks Inc
001C59,DEVON IT
001C4F,MACAB AB
001C37,"Callpod, Inc."
001C3C,Seon Design Inc.
001C30,Mode Lighting (UK ) Ltd.
001C2B,Alertme.com Limited
001C2A,Envisacor Technologies Inc.
001C29,"CORE DIGITAL ELECTRONICS CO., LTD"
001C24,Formosa Wireless Systems Corp.
001C1F,Quest Retail Technology Pty Ltd
001D97,Alertus Technologies LLC
001D90,EMCO Flow Systems
001D84,"Gateway, Inc."
001D67,AMEC
001A93,ERCO Leuchten GmbH
001A98,Asotel Communication Limited Taiwan Branch
001A8E,3Way Networks Ltd
001A7D,cyber-blue(HK)Ltd
001A82,"PROBA Building Automation Co.,LTD"
001A7C,Hirschmann Multimedia B.V.
001A78,ubtos
001A7B,"Teleco, Inc."
001A71,"Diostech Co., Ltd."
001A6C,"Cisco Systems, Inc"
001A65,Seluxit
001B7D,CXR Anderson Jacobson
001B71,Telular Corp.
001B6A,Powerwave Technologies Sweden AB
001B65,"China Gridcom Co., Ltd"
001B5E,BPL Limited
001B57,SEMINDIA SYSTEMS PRIVATE LIMITED
001B46,"Blueone Technology Co.,Ltd"
001B4B,"SANION Co., Ltd."
001BAD,iControl Incorporated
001BA6,intotech inc.
001BA1,Åmic AB
001B93,JC Decaux SA DNT
001B95,VIDEO SYSTEMS SRL
001B9A,Apollo Fire Detectors Ltd
001B94,T.E.M.A. S.p.A.
001B8E,Hulu Sweden AB
001B89,EMZA Visual Sense Ltd.
001B8A,2M Electronic A/S
001B84,Scan Engineering Telecom
001BD1,SOGESTMATIC
001BD6,Kelvin Hughes Ltd
001BCF,Dataupia Corporation
001BD0,IDENTEC SOLUTIONS
001BCA,Beijing Run Technology LTD. Company
001BC3,"Mobisolution Co.,Ltd"
001BBE,ICOP Digital
001BB4,Airvod Limited
001B14,Carex Lighting Equipment Factory
001B0D,"Cisco Systems, Inc"
001B06,Ateliers R. LAUMONIER
001B08,Danfoss Drives A/S
001B01,Applied Radio Technologies
001AF5,"PENTAONE. CO., LTD."
001AFA,"Welch Allyn, Inc."
001AE4,Medicis Technologies Corporation
001ADD,PePWave Ltd
001AD1,"FARGO CO., LTD."
001AD8,AlsterAero GmbH
001ACA,Tilera Corporation
001ACC,"Celestial Semiconductor, Ltd"
001AC5,"BreakingPoint Systems, Inc."
001ABB,Fontal Technology Incorporation
001AC0,"JOYBIEN TECHNOLOGIES CO., LTD."
001A60,"Wave Electronics Co.,Ltd."
001A55,ACA-Digital Corporation
001A5A,"Korea Electric Power Data Network  (KDN) Co., Ltd"
001A4E,NTI AG / LinMot
001A53,Zylaya
001A42,"Techcity Technology co., Ltd."
001A47,"Agami Systems, Inc."
001A3B,Doah Elecom Inc.
001B3F,ProCurve Networking by HP
001B3A,SIMS Corp.
001B2C,ATRON electronic GmbH
001B27,Merlin CSI
001B20,TPine Technology
001B19,IEEE I&M Society TC9
001AB4,FFEI Ltd.
001AAF,BLUSENS TECHNOLOGY
001AA8,"Mamiya Digital Imaging Co., Ltd."
001A9F,A-Link Ltd
001AA6,Telefunken Radio Communication Systems GmbH &CO.KG
00193F,"RDI technology(Shenzhen) Co.,LTD"
1933,"Strix Systems, Inc."
1938,"UMB Communications Co., Ltd."
00192D,Nokia Corporation
1926,"BitsGen Co., Ltd."
1928,"Siemens AG, Transportation Systems"
00190E,"Atech Technology Co., Ltd."
1913,Chuang-Yi Network Equipment Co.Ltd.
1915,"TECOM Co., Ltd."
00191A,IRLINK
1993,"Changshu Switchgear MFG. Co.,Ltd. (Former Changshu Switchgea"
1998,SATO CORPORATION
00198E,Oticon A/S
1980,Gridpoint Systems
00197B,Picotest Corp.
1968,Digital Video Networks(Shanghai) CO. LTD.
00196D,"Raybit Systems Korea, Inc"
00196F,SensoPart GmbH
1952,"ACOGITO Co., Ltd"
1957,Saafnet Canada Inc.
1946,Cianet Industria e Comercio S/A
1944,"Fossil Partners, L.P."
001A2F,"Cisco Systems, Inc"
001A36,Aipermon GmbH & Co. KG
001A25,DELTA DORE
001A17,"Teak Technologies, Inc."
001A19,Computer Engineering Limited
001A12,Essilor
001A0B,BONA TECHNOLOGY INC.
001A06,"OpVista, Inc."
0018CD,"Erae Electronics Industry Co., Ltd"
0018D2,High-Gain Antennas LLC
0018D9,"Santosha Internatonal, Inc"
0018C1,Almitec Informática e Comércio
0018C8,ISONAS Inc.
0018BC,ZAO NVP Bolid
0018B5,Magna Carta
0018AE,"TVT CO.,LTD"
1902,Cambridge Consultants Ltd
1907,"Cisco Systems, Inc"
0018FD,Optimal Technologies International Inc.
0018F1,"Chunichi Denshi Co.,LTD."
0018EA,Alltec GmbH
0018EC,Welding Technology Corporation
1800000,Adhoco AG
0018A2,XIP Technology AB
0018A9,Ethernet Direct Corporation
00189D,Navcast Inc.
1893,"SHENZHEN PHOTON BROADBAND TECHNOLOGY CO.,LTD"
1898,KINGSTATE ELECTRONICS CORPORATION
1891,"Zhongshan General K-mate Electronics Co., Ltd"
00188C,Mobile Action Technology Inc.
0019C8,AnyDATA Corporation
0019C3,Qualitrol
0019BE,Altai Technologies Limited
0019BC,ELECTRO CHANCE SRL
0019A4,"Austar Technology (hang zhou) Co.,Ltd"
0019A9,"Cisco Systems, Inc"
0019AB,"Raycom CO ., LTD"
0019B0,HanYang System
0019FA,"Cable Vision Electronics CO., LTD."
0019FF,Finnzymes
0019EC,"Sagamore Systems, Inc."
0019F3,"Cetis, Inc"
0019F8,"Embedded Systems Design, Inc."
1900000,"Lynx Studio Technology, Inc."
190000000,"Cisco Systems, Inc"
0019CD,Chengdu ethercom information technology Ltd.
0019D4,ICX Technologies
0019D9,Zeutschel GmbH
1823,"Delta Electronics, Inc."
1817,"D. E. Shaw Research, LLC"
00181E,GDX Technologies Ltd.
1812,"Beijing Xinwei Telecom Technology Co., Ltd."
1806,"Hokkei Industries Co., Ltd."
00180B,Brilliant Telecommunications
1805,"Beijing InHand Networking Technology Co.,Ltd."
0017B8,"NOVATRON CO., LTD."
0017BD,Tibetsystem
0017B1,"ACIST Medical Systems, Inc."
0017AA,elab-experience inc.
0017AC,O'Neil Product Development Inc.
0017A5,Ralink Technology Corp
0017A0,RoboTech srl
00170F,"Cisco Systems, Inc"
1705,Methode Electronics
00170A,INEW DIGITAL COMPANY
0016F9,"CETRTA POT, d.o.o., Kranj"
0016F7,"L-3 Communications, Aviation Recorders"
16000000,"GIGA-BYTE TECHNOLOGY CO.,LTD."
00178F,"NINGBO YIDONG ELECTRONIC CO.,LTD."
1794,"Cisco Systems, Inc"
00178D,"Checkpoint Systems, Inc."
00177C,Smartlink Network Systems Limited
1781,"Greystone Data System, Inc."
1788,Philips Lighting BV
00176C,"Pivot3, Inc."
1770,Arti Industrial Electronics Ltd.
1775,TTE Germany GmbH
1760,"Naito Densei Machida MFG.CO.,LTD"
1767,Earforce AS
00185A,"uControl, Inc."
00185F,TAC Inc.
1861,"Ooma, Inc."
1866,Leutron Vision
1853,Atera Networks LTD.
00184E,"Lianhe Technologies, Inc."
1847,AceNet Technology Inc.
00183B,"CENITS Co., Ltd."
1840,"3 Phoenix, Inc."
1842,Nokia Danmark A/S
1825,Private
00182A,Taiwan Video & Monitor
1836,Reliance Electric Limited
1759,"Cisco Systems, Inc"
1754,Arkino HiTOP Corporation Limited
1746,Freedom9 Inc.
1748,Neokoros Brasil Ltda
00174D,"DYNAMIC NETWORK FACTORY, INC."
1741,DEFIDEV
1733,SFR
00173A,Reach Systems Inc.
00172E,FXC Inc.
1727,Thermo Ramsey Italia s.r.l.
1722,Hanazeder Electronic GmbH
00171B,Innovation Lab Corp.
1714,BR Controls Nederland bv
1716,Qno Technology Inc.
0017F4,ZERON ALLIANCE
0017F9,Forcom Sp. z o.o.
1800,UNIGRAND LTD
0017ED,WooJooIT Ltd.
0017DA,Spans Logic
170,"DACOS Technologies Co., Ltd."
0017D0,"Opticom Communications, LLC"
0017C4,"Quanta Microsystems, INC."
1880,Maxim Integrated Products
00186D,Zhenjiang Sapphire Electronic Industry CO.
1872,Expertise Engineering
1874,"Cisco Systems, Inc"
1879,dSys
1686,Karl Storz Imaging
00167F,Bluebird Soft Inc.
1681,Vector Informatik GmbH
1674,"EuroCB (Phils.), Inc."
1672,Zenway enterprise ltd
1666,Quantier Communication Inc.
00165F,Fairmount Automation
0016AA,Kei Communication Technology Inc.
0016AF,"Shenzhen Union Networks Equipment Co.,Ltd."
0016A5,Tandberg Storage ASA
1699,Tonic DVB Marketing Ltd
0016A0,Auto-Maskin
1692,"Scientific-Atlanta, Inc."
1694,Sennheiser Communications A/S
00168D,"KORWIN CO., Ltd."
00165A,Harman Specialty Group
1653,LEGO System A/S IE Electronics Division
00164C,"PLANET INT Co., Ltd"
1647,"Cisco Systems, Inc"
1642,Pangolin
00163D,"Tsinghua Tongfang Legend Silicon Tech. Co., Ltd."
1631,Xteam
00162F,Geutebrück GmbH
1630,Vativ Technologies
0015F5,Sustainable Energy Systems
0015F4,Eventide
0015EE,Omnex Control Systems
0015F3,PELTOR AB
150000000,Quantec Tontechnik
1500,Dr.Ing. Herbert Knauer GmbH
0015DD,IP Control Systems Ltd.
0015D8,Interlink Electronics
0015CA,"TeraRecon, Inc."
1598,Kolektor group
1593,U4EA Technologies Inc.
00158C,Liab ApS
1586,"Xiamen Overseas Chinese Electronic Co., Ltd."
1585,Aonvision Technolopy Corp.
1587,"Takenaka Seisakusho Co.,Ltd"
1580,U-WAY CORPORATION
00157B,Leuze electronic GmbH + Co. KG
1576,LABiTec - Labor Biomedical Technologies GmbH
00156A,DG2L Technologies Pvt. Ltd.
00156F,Xiranet Communications GmbH
0016DF,Lundinova AB
0016DA,Futronic Technology Co. Ltd.
0016D5,"Synccom Co., Ltd"
0016C9,"NAT Seattle, Inc."
0016D0,ATech elektronika d.o.o.
0016BD,ATI Industrial Automation
0016C2,Avtec Systems Inc
0016BB,Law-Chain Computer Technology Co Ltd
00162A,Antik computers & communications s.r.o.
1623,Interval Media
1617,MSI
00161E,Woojinnet
00160D,Be Here Corporation
1606,Ideal Industries
0015FA,"Cisco Systems, Inc"
1563,"Cisco Systems, Inc"
1557,Olivetti
00155C,Dresser Wayne
00154B,"Wonde Proud Technology Co., Ltd"
1550,Nits Technology Inc
1545,"SEECODE Co., Ltd."
00153E,Q-Matic Sweden AB
0015BC,Develco
0015B5,CI Network Corp.
0015B0,"AUTOTELENET CO.,LTD"
0015AB,PRO CO SOUND INC
0015A6,Digital Electronics Products Ltd.
00159F,"Terascala, Inc."
1532,"Consumer Technologies Group, LLC"
1539,Technodrive srl
00152B,"Cisco Systems, Inc"
00152D,"TenX Networks, LLC"
00152C,"Cisco Systems, Inc"
00151F,Multivision Intelligent Surveillance (Hong Kong) Ltd
00151A,Hunter Engineering Company
1515,Leipold+Co.GmbH
1510,"Techsphere Co., Ltd"
1453,"ADVANTECH TECHNOLOGIES CO.,LTD"
00144E,SRISA
1442,ATTO CORPORATION
1449,Sichuan Changhong Electric Ltd.
00143D,Aevoe Inc.
00143C,Rheinmetall Canada Inc.
00143B,Sensovation AG
1436,Qwerty Elektronik AB
0014AB,"Senhai Electronic Technology Co., Ltd."
0014B0,Naeil Community
0014A9,"Cisco Systems, Inc"
0014AA,"Ashly Audio, Inc."
00149D,Sound ID Inc.
1498,Viking Design Technology
00148A,Elin Ebg Traction Gmbh
1491,Daniels Electronics Ltd. dbo Codan Rado Communications
1485,Giga-Byte
00147E,InnerWireless
1477,Nertec  Inc.
1472,China Broadband Wireless IP Standard Group
1466,Kleinhenz Elektronik GmbH
00146B,"Anagran, Inc."
00145F,ADITEC CO. LTD
1458,HS Automatic ApS
14000000,AIM Infrarotmodule GmbH
14,LET'S Corporation
0014D4,K Technology Corporation
0014D9,"IP Fabrics, Inc."
0014CD,"DigitalZone Co., Ltd."
0014C1,U.S. Robotics Corporation
0014C6,Quixant Ltd
0014BA,Carvers SA de CV
0014B5,"PHYSIOMETRIX,INC"
0013C7,"IONOS Co.,Ltd."
0013C0,Trix Tecnologia Ltda.
0013B6,"Sling Media, Inc."
0013AF,"NUMA Technology,Inc."
0013B0,Jablotron
0013AA,ALS  & TEC Ltd.
0013A3,Siemens Com CPE Devices
00139E,Ciara Technologies Inc.
1502,BETA tech
1509,"Plus Technology Co., Ltd"
0014FD,Thecus Technology Corp.
0014EF,"TZero Technologies, Inc."
0014F1,"Cisco Systems, Inc"
0014F0,Business Security OL AB
0014EA,S Digm Inc. (Safe Paradigm Inc.)
1400000,Alticast
1423,J-S Co. NEUROCOM
1419,SIDSA
1412,S-TEC electronics AG
1409,MAGNETI MARELLI   S.E. S.p.A.
00140A,"WEPIO Co., Ltd."
0013FD,Nokia Danmark A/S
0013F8,Dex Security Solutions
0013F1,"AMOD Technology Co., Ltd."
0013F7,"SMC Networks, Inc."
130000000,Halcro
0013DB,"SHOEI Electric Co.,Ltd"
0013CC,Tall Maple Systems
1284,Lab33 Srl
00127E,"Digital Lifestyles Group, Inc."
1277,"Korenix Technologies Co., Ltd."
1272,Redux Communications Ltd.
1271,Measurement Computing Corp
00126B,Ascalade Communications Limited
1264,daum electronic gmbh
00125A,Microsoft Corporation
00125F,AWIND Inc.
1255,NetEffect Incorporated
00124E,XAC AUTOMATION CORP.
1248,EMC Corporation (Kashya)
1242,Millennial Net
1236,ConSentry Networks
00123B,KeRo Systems ApS
1368,Saab Danmark A/S
00135C,"OnSite Systems, Inc."
1355,"TOMEN Cyber-business Solutions, Inc."
1356,FLIR Radiation Inc
1350,"Silver Spring Networks, Inc"
1344,Fargo Electronics Inc.
1343,Matsushita Electronic Components (Europe) GmbH
00133D,Micro Memory Curtiss Wright Co
00138B,Phantom Technologies LLC
1390,"Termtek Computer Co., Ltd"
1376,Tabor Electronics Ltd.
00137B,Movon Corporation
1382,Cetacea Networks Corporation
1387,27M Technologies AB
00136F,"PacketMotion, Inc."
1375,American Security Products Co.
1363,"Verascape, Inc."
0012FA,THX LTD
1301,IronGate S.L.
1307,Paravirtual Corporation
0012F5,Imarda New Zealand Limited
0012EB,"PDH Solutions, LLC"
0012DE,Radio Components Sweden AB
0012DD,"Shengqu Information Technology (Shanghai) Co., Ltd."
120000,ZIEHL industrie-electronik GmbH + Co KG
0012AF,ELPRO Technologies
0012A8,intec GmbH
0012A2,VITA
0012A1,"BluePacket Communications Co., Ltd."
00129C,Yulinet
1290,KYOWA Electric & Machinery Corp.
1295,Aiware Inc.
00132A,Sitronics Telecom Solutions
1331,CellPoint Connect
1336,"Tianjin 712 Communication Broadcasting co., ltd."
1324,Schneider Electric Ultra Terminal
1314,Asiamajor Inc.
1319,"Cisco Systems, Inc"
00131A,"Cisco Systems, Inc"
00130D,GALILEO AVIONICA
1308,Nuvera Fuel Cells
00122F,Sanei Electric Inc.
1235,Andrew Corporation
00122B,Virbiage Pty Ltd
1212,PLUS  Corporation
0012D8,"International Games System Co., Ltd."
0012CB,CSS Inc.
0012C5,"V-Show  Technology (China) Co.,Ltd"
0012CC,"Bitatek CO., LTD"
0012B4,Work Microwave GmbH
0012BB,Telecommunications Industry Association TR-41 Committee
1206,iQuest (NZ) Ltd
00120B,Chinasys Technologies Limited
00120C,CE-Infosys Pte Ltd
0011FF,Digitro Tecnologia Ltda
0011FA,Rane Corporation
0011F0,Wideful Limited
0011EF,Conitec Datensysteme GmbH
11000000000,"STARNEX CO., LTD."
1187,"Category Solutions, Inc"
1182,IMI Norgren Ltd
1181,"InterEnergy Co.Ltd,"
00117B,Büchi  Labortechnik AG
00116F,"Netforyou Co., LTD."
1168,HomeLogic LLC
00115E,ProMinent Dosiertechnik GmbH
1157,"Oki Electric Industry Co., Ltd."
000FB2,Broadband Pacenet (India) Pvt. Ltd.
000FA5,BWA Technology GmbH
000FB1,Cognio Inc.
000FAC,IEEE 802.11
000F9C,Panduit Corp
000FA0,CANON KOREA BUSINESS SOLUTIONS INC.
000F97,Avanex Corporation
000F8A,WideView
000F89,"Winnertec System Co., Ltd."
000F90,"Cisco Systems, Inc"
000FD7,Harman Music Group
000FD1,"Applied Wireless Identifications Group, Inc."
000FD2,"EWA Technologies, Inc."
000FC4,"NST co.,LTD."
000FCB,3Com Ltd
000FBF,DGT Sp. z o.o.
000FB8,CallURL Inc.
0011DD,"FROMUS TEC. Co., Ltd."
1100,"Hua Jung Components Co., Ltd."
0011CF,Thrane & Thrane A/S
0011D6,"HandEra, Inc."
0011D0,Tandberg Data ASA
0011CA,"Long Range Systems, Inc."
0011C3,Transceiving System Technology Corporation
0011B7,Octalix B.V.
0011BE,AGP Telecom Co. Ltd
0011BD,Bombardier Transportation
1105,"Sunplus Technology Co., Ltd."
00110C,"Atmark Techno, Inc."
000FF9,"Valcretec, Inc."
000FFA,"Optinel Systems, Inc."
000FFF,Control4
000FF1,nex-G Systems Pte.Ltd
000FE4,"Pantech Co.,Ltd"
000FEA,"Giga-Byte Technology Co.,LTD."
000FE3,Damm Cellular Systems A/S
0011AB,"TRUSTABLE TECHNOLOGY CO.,LTD."
0011B0,Fortelink Inc.
0011A4,JStream Technologies Inc.
1198,Prism Media Products Limited
00119D,Diginfo Technology Corporation
00119E,Solectron Brazil
00118E,Halytech Mace
1193,"Cisco Systems, Inc"
1152,Eidsvoll Electronics AS
00114F,"US Digital Television, Inc"
1149,Proliphix Inc.
1142,e-SMARTCOM  INC.
00113D,"KN SOLTEC CO.,LTD."
00113C,Micronas GmbH
1136,Goodrich Sensor Systems
00112C,IZT GmbH
1130,Allied Telesis (Hong Kong) Ltd.
00111E,EPSG (Ethernet Powerlink Standardization Group)
00111F,"Doremi Labs, Inc."
1112,Honeywell CMSS
1118,"BLX IC Design Corp., Ltd."
000F58,Adder Technology Limited
000F52,"YORK Refrigeration, Marine & Controls"
000F57,"CABLELOGIC Co., Ltd."
000F45,"Stretch, Inc."
000F46,SINAR AG
000F4B,Oracle Corporation
000F37,Xambala Incorporated
000F3F,Big Bear Networks
000F3B,"Fuji System Machines Co., Ltd."
000F31,Allied Vision Technologies Canada Inc
000F32,Lootom Telcovideo Network Wuxi Co Ltd
000F2B,GREENBELL SYSTEMS
0,HME Clear-Com LTD.
0,"Milénio 3 Sistemas Electrónicos, Lda."
000E8C,Siemens AG A&D ET
0,Alcatel North America
0,Thomson Technology Inc
0,"Catalyst Enterprises, Inc."
0,Solar Telecom. Tech
0,Ample Communications Inc.
000F24,"Cisco Systems, Inc"
000F12,Panasonic Europe Ltd.
000F18,Industrial Control Systems
000F11,Prodrive B.V.
000F0C,SYNCHRONIC ENGINEERING
000EFF,"Megasolution,Inc."
000F00,"Legra Systems, Inc."
000F05,3B SYSTEM INC.
000F7D,Xirrus
000F84,"Astute Networks, Inc."
000F77,"DENTUM CO.,LTD"
000F71,"Sanmei Electronics Co.,Ltd"
000F78,Datacap Systems Inc
000F65,icube Corp.
000F5E,Veo
0,Gemstar Technology Development Ltd.
000E6C,Device Drivers Limited
0,TransCore
000E5F,activ-net GmbH & Co. KG
0,360SUN Digital Broadband Corporation
0,Optium Corporation
0,"Niigata Seimitsu Co.,Ltd."
000E4D,Numesa Inc.
000E3F,"Soronti, Inc."
000EC5,Digital Multitools Inc
000EB8,"Iiga co.,Ltd"
000EB7,"Knovative, Inc."
000EBE,B&B Electronics Manufacturing Co.
000EB2,Micro-Research Finland Oy
000EAB,Cray Inc
000EA5,BLIP Systems
000E9F,TEMIC SDS GmbH
000E0A,SAKUMA DESIGN OFFICE
0,Adaptive Micro Systems Inc.
0,CMA/Microdialysis AB
000DF7,Space Dynamics Lab
000DFE,"Hauppauge Computer Works, Inc."
000DF1,IONIX INC.
000DEB,CompXs Limited
000DF2,Private
000DE4,"DIGINICS, Inc."
000EF9,REA Elektronik GmbH
000EF2,Infinico Corporation
000EE0,Mcharge
000EDF,PLX Technology
000EE6,Adimos Systems LTD
000ECA,WTSS Inc
000ED1,Osaka Micro Computer.
000EDA,C-TECH UNITED CORP.
000ED6,"Cisco Systems, Inc"
0,Harms & Wende GmbH & Co.KG
0,"Cisco Systems, Inc"
0,Olympus Soft Imaging Solutions GmbH
000E2A,Private
0,"Hannae Technology Co., Ltd"
0,MyA Technology
0,Private
000E0E,ESA elettronica S.P.A.
000C7E,Tellium Incorporated
000C86,"Cisco Systems, Inc"
000C81,Schneider Electric (Australia) 
000C72,"Tempearl Industrial Co., Ltd."
000C79,Extel Communications P/L
000C66,Pronto Networks Inc
000C6B,Kurz Industrie-Elektronik GmbH
000C6D,Edwards Ltd.
000DDF,Japan Image & Network Inc.
000DD2,Simrad Optronics ASA
000DD1,Stryker Corporation
000DD8,BBN
000DCC,NEOSMART Corp.
000DBF,"TekTone Sound & Signal Mfg., Inc."
000DC0,Spagat AS
000DC5,EchoStar Global B.V. 
000DB9,PC Engines GmbH
000D8C,Shanghai Wedone Digital Ltd. CO.
000D8B,T&D Corporation
000D85,"Tapwave, Inc."
000D86,Huber + Suhner AG
000D7E,"Axiowave Networks, Inc."
000D78,Engineering & Security
000D77,FalconStor Software
000D6B,Mita-Teknik A/S
000D65,"Cisco Systems, Inc"
000D5F,Minds Inc
000D66,"Cisco Systems, Inc"
000CB1,Salland Engineering (Europe) BV
000CB7,"Nanjing Huazhuo Electronics Co., Ltd."
000CBE,Innominate Security Technologies AG
000CC3,BeWAN systems
000CB2,"UNION co., ltd."
000CA5,Naman NZ LTd
000CAC,"Citizen Watch Co., Ltd."
000C94,"United Electronic Industries, Inc. (EUI)"
000C99,"HITEL LINK Co.,Ltd"
000CA0,"StorCase Technology, Inc."
000C8D,MATRIX VISION GmbH
000C92,WolfVision Gmbh
000D32,"DispenseSource, Inc."
000D31,"Compellent Technologies, Inc."
000D25,SANDEN CORPORATION
000D1F,AV Digital
000D19,ROBE Show lighting
000D20,"ASAHIKASEI TECHNOSYSTEM CO.,LTD."
000D0D,"ITSupported, LLC"
000D12,AXELL Corporation
000DB2,"Ammasso, Inc."
000DAD,"Dataprobe, Inc."
000D9E,"TOKUDEN OHIZUMI SEISAKUSYO Co.,Ltd."
000DA5,"Fabric7 Systems, Inc"
000D99,Orbital Sciences Corp.
000D58,Private
000D4C,Outline Electronics Ltd.
000D53,Beijing 5w Communication Corp.
000D3F,VTI Instruments Corporation
000D44,Audio BU - Logitech
000D38,NISSIN INC.
000CD1,SFOM Technology Corp.
000CD6,PARTNER TECH
000CDD,AOS technologies AG
000CCA,HGST a Western Digital Company
000CC4,Tiptel AG
000D00,Seaway Networks Inc.
000D06,Compulogic Limited
000CFA,Digital Systems Corp
000CFF,MRO-TEK LIMITED
000CED,Real Digital Media
000CEE,jp-embedded
000CF3,CALL IMAGE SA
000CE7,MediaTek Inc.
000CE3,Option International N.V.
000B01,"DAIICHI ELECTRONICS CO., LTD."
000AF0,"SHIN-OH ELECTRONICS CO., LTD. R&D"
000AF5,"Airgo Networks, Inc."
000AEC,"Koatsu Gas Kogyo Co., Ltd."
000AE5,ScottCare Corporation
000AE7,ELIOP S.A.
000AE0,Fujitsu Softek
000AC8,"ZPSYS CO.,LTD. (Planning&Management)"
000ACD,Sunrich Technology Limited
000AD4,CoreBell Systems Inc.
000B5E,Audio Engineering Society Inc.
000B63,Kaleidescape
000B55,ADInstruments
000B5A,HyperEdge
000B52,JOYMAX ELECTRONICS CO. LTD.
000B4D,Emuzed
000B41,Ing. Büro Dr. Beutlhauser
000B46,"Cisco Systems, Inc"
000B33,Vivato Technologies
000B3A,QuStream Corporation
000B3F,Anthology Solutions Inc.
000B95,eBet Gaming Systems Pty Ltd
000B8F,"AKITA ELECTRONICS SYSTEMS CO.,LTD."
000B89,"Top Global Technology, Ltd."
000B8E,Ascent Corporation
000B90,ADVA Optical Networking Ltd.
000B7D,SOLOMON EXTREME INTERNATIONAL LTD.
000B82,"Grandstream Networks, Inc."
000B6F,Media Streaming Networks Inc
000B76,ET&T Technology Co. Ltd.
000AC1,Futuretel
000AC6,Overture Networks.
000AAE,Rosemount Process Analytical
000AB3,Fa. GIRA
000AB5,Digital Electronic Network
000ABA,Arcon Technology Limited
000AA2,SYSTEK INC.
000AA7,FEI Electron Optics
000A8F,Aska International Inc.
000A94,"ShangHai cellink CO., LTD"
000C4E,"Winbest Technology CO,LT"
000C53,Private
000C5A,IBSmm Embedded Electronics Consulting
000C5F,"Avtec, Inc."
000C47,SK Teletech(R&D Planning Team)
000C4C,Arcor AG&Co.
000C3E,Crest Audio
000C37,"Geomation, Inc."
000C2D,"FullWave Technology Co., Ltd."
000C1A,Quest Technical Solutions Inc.
000C1E,Global Cache
000C23,"Beijing Lanchuan Tech. Co., Ltd."
000C0E,"XtremeSpectrum, Inc."
000C15,"CyberPower Systems, Inc."
000C09,"Hitachi IE Systems Co., Ltd"
000BD3,cd3o
000BC7,ICET S.p.A.
000BCE,Free2move AB
000BC2,Corinex Communication Corp.
000BBB,"Etin Systems Co., Ltd"
000BC0,"China IWNComm Co., Ltd."
000BAF,"WOOJU COMMUNICATIONS Co,.Ltd"
000BB4,"RDC Semiconductor Inc.,"
000BA5,"Quasar Cipta Mandiri, PT"
000BAA,"Aiphone co.,Ltd"
000B9E,Yasing Technology Corp.
000B27,Scion Corporation
000B1B,"Systronix, Inc."
000B20,Hirata corporation
000B22,Environmental Systems and Services
000B14,ViewSonic Corporation
